100,  0.641382
200,  0.124118
300,  0.077628
400,  0.766176
500,  0.100972
600,  0.074327
700,  0.071720
800,  0.058870
900,  0.082576
1000,  0.081950
1100,  0.056198
1200,  0.097361
1300,  0.047978
1400,  0.391959
1500,  0.044716
1600,  0.044933
1700,  0.054931
1800,  0.105141
1900,  0.048314
2000,  0.059069
2100,  0.045154
2200,  0.040426
2300,  0.054927
2400,  0.043039
2500,  0.042534
2600,  0.039003
2700,  0.041617
2800,  0.133792
2900,  0.037597
3000,  0.045570
3100,  0.055094
3200,  0.043128
3300,  0.045307
3400,  0.040603
3500,  0.039880
3600,  0.046437
3700,  0.038695
3800,  0.049674
3900,  0.047141
4000,  0.047138
4100,  0.040896
4200,  0.029462
4300,  0.057327
4400,  0.056926
4500,  0.046070
4600,  0.035992
4700,  0.034322
4800,  0.037897
4900,  0.031006
5000,  0.033249
5100,  0.030801
5200,  0.026851
5300,  0.038756
5400,  0.039172
5500,  0.029463
5600,  0.070145
5700,  0.056131
5800,  0.024265
5900,  0.034543
6000,  0.036772
6100,  0.026082
6200,  0.029838
6300,  0.031965
6400,  0.029158
6500,  0.032635
6600,  0.025403
6700,  0.030508
6800,  0.024436
6900,  0.024626
7000,  0.034877
7100,  0.044750
7200,  0.035357
7300,  0.023131
7400,  0.033920
7500,  0.028739
7600,  0.029237
7700,  0.029752
7800,  0.058073
7900,  0.022231
8000,  0.026448
8100,  0.030426
8200,  0.039216
8300,  0.030807
8400,  0.030775
8500,  0.022492
8600,  0.031243
8700,  0.026170
8800,  0.034261
8900,  0.060224
9000,  0.025579
9100,  0.027632
9200,  0.044085
9300,  0.049237
9400,  0.030198
9500,  0.022338
9600,  0.021991
9700,  0.025079
9800,  0.020955
9900,  0.025899
10000,  0.021051
10100,  0.024404
10200,  0.041040
10300,  0.045844
10400,  0.025844
10500,  0.019301
10600,  0.051164
10700,  0.025024
10800,  0.023230
10900,  0.021989
11000,  0.027425
11100,  0.031103
11200,  0.026980
11300,  0.038682
11400,  0.043610
11500,  0.020277
11600,  0.020755
11700,  0.022583
11800,  0.022318
11900,  0.032715
12000,  0.024306
12100,  0.019722
12200,  0.039421
12300,  0.039167
12400,  0.033161
12500,  0.032219
12600,  0.021495
12700,  0.021145
12800,  0.024950
12900,  0.021641
13000,  0.027066
13100,  0.020746
13200,  0.027686
13300,  0.028475
13400,  0.023117
13500,  0.040128
13600,  0.024470
13700,  0.026435
13800,  0.020264
13900,  0.022797
14000,  0.017453
14100,  0.019851
14200,  0.024143
14300,  0.018479
14400,  0.023770
14500,  0.020178
14600,  0.021298
14700,  0.017824
14800,  0.030615
14900,  0.023473
15000,  0.025496
15100,  0.020043
15200,  0.019578
15300,  0.020351
15400,  0.018000
15500,  0.029289
15600,  0.017662
15700,  0.022693
15800,  0.021026
15900,  0.023698
16000,  0.022937
16100,  0.040689
16200,  0.022149
16300,  0.024281
16400,  0.021111
16500,  0.017225
16600,  0.020166
16700,  0.018522
16800,  0.019710
16900,  0.024182
17000,  0.027872
17100,  0.021562
17200,  0.024345
17300,  0.019451
17400,  0.017830
17500,  0.028367
17600,  0.040871
17700,  0.018886
17800,  0.016868
17900,  0.019068
18000,  0.020689
18100,  0.017711
18200,  0.023692
18300,  0.036039
18400,  0.018387
18500,  0.016662
18600,  0.025398
18700,  0.054887
18800,  0.019418
18900,  0.051893
19000,  0.024255
19100,  0.023441
19200,  0.021090
19300,  0.020882
19400,  0.018351
19500,  0.036135
19600,  0.026801
19700,  0.020634
19800,  0.015586
19900,  0.017500
20000,  0.015563
20100,  0.017642
20200,  0.022289
20300,  0.020164
20400,  0.016264
20500,  0.033728
20600,  0.018508
20700,  0.022849
20800,  0.019353
20900,  0.017161
21000,  0.015482
21100,  0.018524
21200,  0.019337
21300,  0.017876
21400,  0.075593
21500,  0.021615
21600,  0.017429
21700,  0.023727
21800,  0.018748
21900,  0.018466
22000,  0.016636
22100,  0.017096
22200,  0.023203
22300,  0.014399
