 0.006833,2
 0.001667,3
 0.002583,4
 0.001733,5
 0.008167,6
 0.002667,7
 0.009667,8
 0.002111,9
 0.004733,10
 0.001151,11
 0.006167,12
 0.004205,13
 0.000524,14
 0.000534,15
 0.002417,16
 0.003255,17
 0.001944,18
 0.002596,19
 0.000117,20
 0.005904,21
 0.000394,22
 0.003276,23
 0.003958,24
 0.001853,25
 0.004667,26
 0.001666,27
 0.000024,28
 0.000529,29
 0.000600,30
 0.000946,31
 0.000333,32
 0.002848,33
 0.003392,34
 0.001067,35
 0.000861,36
 0.001640,37
 0.000272,38
 0.003077,39
 0.000333,40
 0.003845,41
 0.000405,42
 0.001086,43
 0.001894,44
 0.000400,45
 0.000254,46
 0.003071,47
 0.004250,48
 0.000557,49
 0.002573,50
 0.000530,51
 0.001840,52
 0.000120,53
 0.003593,54
 0.000958,55
 0.000292,56
 0.001000,57
 0.000719,58
 0.001989,59
 0.000517,60
 0.000792,61
 0.001946,62
 0.000064,63
 0.001192,64
 0.000467,65
 0.000182,66
 0.002124,67
 0.000123,68
 0.001131,69
 0.000533,70
 0.000699,71
 0.000264,72
 0.000941,73
 0.000329,74
 0.000120,75
 0.000351,76
 0.002433,77
 0.000077,78
 0.002827,79
 0.000292,80
 0.000605,81
 0.001321,82
 0.000104,83
 0.001298,84
 0.000879,85
 0.001635,86
 0.001472,87
 0.000174,88
 0.001296,89
 0.000156,90
 0.000014,91
 0.000800,92
 0.000161,93
 0.000610,94
 0.000765,95
 0.000167,96
 0.001312,97
 0.000575,98
 0.000343,99
 0.000257,100
 0.001172,101
 0.000373,102
 0.000440,103
 0.001244,104
 0.000381,105
 0.000799,106
 0.000116,107
 0.000111,108
 0.000021,109
 0.000433,110
 0.002189,111
 0.001953,112
 0.000864,113
 0.000974,114
 0.000298,115
 0.000023,116
 0.000179,117
 0.000545,118
 0.000409,119
 0.000341,120
 0.000449,121
 0.000571,122
 0.000179,123
 0.000777,124
 0.000075,125
 0.001000,126
 0.001273,127
 0.000661,128
 0.000396,129
 0.001741,130
 0.000690,131
 0.000879,132
 0.000641,133
 0.001085,134
 0.000252,135
 0.000439,136
 0.001924,137
 0.002043,138
 0.000254,139
 0.000917,140
 0.000780,141
 0.001826,142
 0.001807,143
 0.000320,144
 0.000536,145
 0.000347,146
 0.000789,147
 0.000552,148
 0.000595,149
 0.000427,150
 0.001359,151
 0.000476,152
 0.001307,153
 0.000940,154
 0.000320,155
 0.001455,156
 0.001196,157
 0.000422,158
 0.001157,159
 0.000189,160
 0.000058,161
 0.000883,162
 0.000213,163
 0.000094,164
 0.000285,165
 0.000028,166
 0.000010,167
 0.000369,168
 0.000161,169
 0.000827,170
 0.000099,171
 0.001060,172
 0.001366,173
 0.000074,174
 0.000267,175
 0.000048,176
 0.000017,177
 0.000086,178
 0.000456,179
 0.000700,180
 0.000352,181
 0.000630,182
 0.001847,183
 0.000069,184
 0.001656,185
 0.000758,186
 0.000231,187
 0.000773,188
 0.000042,189
 0.000659,190
 0.000013,191
 0.000432,192
 0.000587,193
 0.002230,194
 0.000662,195
 0.001055,196
 0.000734,197
 0.000843,198
 0.000936,199
 0.000703,200
 0.000293,201
 0.000516,202
 0.000028,203
 0.001054,204
 0.000130,205
 0.000254,206
 0.001212,207
 0.000220,208
 0.000753,209
 0.001043,210
 0.000622,211
 0.000116,212
 0.000521,213
 0.001293,214
 0.001258,215
 0.001259,216
 0.000213,217
 0.000723,218
 0.000014,219
 0.000160,220
 0.002012,221
 0.000608,222
 0.000687,223
 0.000230,224
 0.000426,225
 0.000548,226
 0.000685,227
 0.000114,228
 0.000156,229
 0.000880,230
 0.000251,231
 0.000839,232
 0.000230,233
 0.000004,234
 0.000154,235
 0.001337,236
 0.000659,237
 0.000728,238
 0.000270,239
 0.000979,240
 0.000221,241
 0.000432,242
 0.000066,243
 0.000380,244
 0.000235,245
 0.001574,246
 0.000408,247
 0.001248,248
 0.000643,249
 0.001599,250
 0.000365,251
 0.001326,252
 0.000048,253
 0.000667,254
 0.000361,255
 0.000823,256
 0.000235,257
 0.000415,258
 0.000472,259
 0.000302,260
 0.001246,261
 0.001102,262
 0.000549,263
 0.001125,264
 0.000020,265
 0.000341,266
 0.000355,267
 0.000173,268
 0.001322,269
 0.000403,270
 0.001433,271
 0.000792,272
 0.000118,273
 0.000515,274
 0.000791,275
 0.000754,276
 0.001010,277
 0.000437,278
 0.000670,279
 0.000479,280
 0.000554,281
 0.001419,282
 0.000467,283
 0.000790,284
 0.000708,285
 0.000184,286
 0.000029,287
 0.000139,288
 0.000418,289
 0.000064,290
 0.000650,291
 0.001362,292
 0.000216,293
 0.000374,294
 0.000599,295
 0.001228,296
 0.000094,297
 0.000370,298
 0.000387,299
 0.000426,300
 0.000177,301
 0.001744,302
 0.000274,303
 0.000471,304
 0.000719,305
 0.000094,306
 0.000019,307
 0.000040,308
 0.000385,309
 0.000262,310
 0.001208,311
 0.000023,312
 0.000290,313
 0.000782,314
 0.000130,315
 0.001059,316
 0.000023,317
 0.000227,318
 0.000364,319
 0.000061,320
 0.000524,321
 0.001150,322
 0.000475,323
